Year,Country Name,Population,GDP PPP 2017,GDP PPP/capita 2017,Urban population %,Region,Income Group,gdp_ppp_2017_log,gdp_ppp_2017_squared,gdp_ppp_2017_cubic,gdp_ppp_2017_exp,gdp_ppp_2017_growth,gdp_ppp_2017_relative_change,gdp_ppp_per_capita_2017_log,gdp_ppp_per_capita_2017_squared,gdp_ppp_per_capita_2017_cubic,gdp_ppp_per_capita_2017_exp,gdp_ppp_per_capita_2017_growth,gdp_ppp_per_capita_2017_relative_change,population_log,population_squared,population_cubic,population_exp,population_growth,population_relative_change,urban_population_pct_log,urban_population_pct_squared,urban_population_pct_cubic,urban_population_pct_exp,urban_population_pct_growth,urban_population_pct_relative_change,income_group_relative_gdp_pc,high_income_relative_gdp_pc,income_group_population_rank,income_group_gdp_rank,region_relative_gdp_pc,region_population_rank,region_gdp_rank,region_income_relative_gdp_pc,region_income_gdp_pc_rank,region_income_population_rank,population_size_category,0_population_relative_gdp_pc,1_population_relative_gdp_pc,2_population_relative_gdp_pc,ekc_distance,early_development_stage,mid_development_stage,late_development_stage,economic_development_level,industrialization_level,gdp_population_interaction,gdp_pc_population_interaction,development_population_interaction,decade,year_since_min,time_development_interaction,industrial_intensity,per_capita_industrialization,urban_gdp_interaction,urban_population_interaction,urban_industrialization_interaction,urban_growth_rate,construction_intensity,development_construction_need,CW,CW_log
1990.0,Spain,38867322.0,1070531260212.73,27543.22,75.351,Europe & Central Asia,High income,27.699176146057248,767.2443591703069,21252.036651727143,14.957319305595997,0.0,0.0,10.223547992206909,104.52093354895791,1068.5747803280403,1.7797327756645842,0.0,0.0,17.47566442986243,305.39884726515896,5337.047772072728,4.740615548441225,0.0,0.0,4.335341129155817,18.79518270615004,81.48352861597039,0.5426999766741061,0.0,0.0,0.7282879841911023,0.7282879841911023,0.831918505942275,0.8041878890775326,0.965754272357987,0.8287581699346406,0.8542483660130719,0.7158007273000974,0.2929292929292929,0.8010101010101011,2.0,2774.14,5660.29,27543.22,-342499795.5625,24974.295,2568.925000000003,0.0,0.2255314766804575,0.7282879841911023,484.06150731214655,178.66329399440173,3.94131240483902,1990.0,0.0,0.0,14.691736870382371,12.72731642002466,44.32256809651299,75.76296676210794,3.157376851733668,0.0,0.0,0.7572411577953267,19786921.94,16.80053181989082
1991.0,Spain,38966376.0,1097786992357.45,28172.67,75.528,Europe & Central Asia,High income,27.724317444165667,768.6377777448687,21309.9577497768,14.997488551954548,0.0254600058472873,0.7071067811865476,10.246143132824844,104.98344909833368,1075.675446039158,1.7860207221357536,0.022853174029761,0.7071067811865476,17.478209704042538,305.48781445848675,5339.380083135069,4.742076878460951,0.0025485162059788,0.7071067811865476,4.337656686937941,18.815265533737435,81.61416235892916,0.5430572391292499,0.0023490066488833,0.7071067811865192,0.7449316762376055,0.7449316762376055,0.8330503678551217,0.8075834748160724,0.9878248228141694,0.8294117647058824,0.8562091503267973,0.7321590458917161,0.303030303030303,0.802020202020202,2.0,2774.14,5660.29,28172.67,-319597855.2900001,24974.295,3198.375,0.0,0.2307674071500958,0.7449316762376055,484.5714341905722,179.08423833314797,4.03340113502754,1990.0,1.0,0.2307674071500958,15.384867016649316,13.02007205246479,44.44425127542095,75.81447319844372,3.2312578667439387,0.0023490066488833,0.1104367646129651,0.7699939690794702,20370279.94,16.82958757995864
1992.0,Spain,39157685.0,1107987797228.08,28295.54,75.61,Europe & Central Asia,High income,27.73356669086184,769.1507213964812,21331.29282717381,15.012291868689257,0.0092921531605365,0.8203521266877528,10.250494814672686,105.07264394563164,1077.0465919286464,1.7872333735506976,0.0043613189662181,0.7228447840399621,17.483107282971556,305.65904026789303,5343.869793013697,4.744889794701566,0.0049095917978105,1.0877579348450883,4.33872761652873,18.82455733042908,81.67462675846096,0.543222498543918,0.0010856900752038,0.8586914830646128,0.7481805608857172,0.7481805608857172,0.833616298811545,0.8092812676853424,0.99213304194921,0.8300653594771242,0.8568627450980392,0.7353522250248518,0.308080808080808,0.803030303030303,2.0,2774.14,5660.29,28295.54,-315219784.6249,24974.295,3321.2450000000026,0.0,0.2317894720906065,0.7481805608857172,484.868921795784,179.2105005484662,4.052400207623415,1990.0,2.0,0.463578944181213,15.524533767639412,13.080521012998826,44.474104935504926,75.85444039136326,3.246151661664816,0.0010856900752038,0.0403161215346346,0.7725673446371037,20790169.1,16.849990841618908
1993.0,Spain,39361262.0,1096558994742.24,27858.84,75.692,Europe & Central Asia,High income,27.723198206132448,768.5757187765054,21307.37698806177,14.99569815238825,-0.0103149172891905,0.2093474766439789,10.234941504316588,104.7540275967823,1072.1513447946322,1.7829016724691096,-0.0154335276866954,-0.3222467033973801,17.48829271804814,305.8403821921356,5348.626128775784,4.747869542504492,0.005198902846274,1.2507956399886675,4.339797400456145,18.83384147700591,81.73505628251337,0.5433875988373793,0.0010845126306042,1.0066276148695812,0.7366334954846401,0.7366334954846401,0.8341822297679683,0.8070175438596491,0.9768209291774012,0.8307189542483661,0.8555555555555555,0.7240031461004575,0.296969696969697,0.804040404040404,2.0,2774.14,5660.29,27858.84,-330917210.6769,24974.295,2884.545000000002,0.0,0.2281568867604118,0.7366334954846401,484.8314053093113,178.99165297958845,3.990074421304644,1990.0,3.0,0.6844706602812355,15.043408731987116,12.882462194954378,44.41757253425383,75.89564727620144,3.196840128793164,0.0010845126306042,-0.0447646512375492,0.7642440584959989,21089486.15,16.86428523494734
1994.0,Spain,39549108.0,1122692137456.1,28387.29,75.774,Europe & Central Asia,High income,27.746750611141856,769.8821694769009,21361.72855644042,15.033416268699458,0.023831953263949,1.234297854469419,10.253732015176745,105.13902023906054,1078.0673378695708,1.7881358029382386,0.0189688443596358,0.9668342034491092,17.49305372347916,306.0069285725281,5352.995641276085,4.750606757858513,0.0047723571464757,1.3182593127740103,4.340866041168793,18.84311798737243,81.79545098112183,0.5435525403327337,0.0010833377371453,1.126180501629202,0.7506065816105828,0.7506065816105828,0.8347481607243916,0.810413129598189,0.9953500933502024,0.8313725490196079,0.857516339869281,0.7377366490947239,0.3111111111111111,0.805050505050505,2.0,2774.14,5660.29,28387.29,-311970264.7824,24974.295,3412.9950000000026,0.0,0.2325526726952444,0.7506065816105828,485.3753990926827,179.36908500764503,4.068056396996576,1990.0,4.0,0.9302106907809776,15.632803430952624,13.13040125731097,44.51007709992599,75.935002864592,3.2582826203911712,0.0010833377371453,0.1034513166181981,0.774722727726494,21476054.73,16.882449185510986
1995.0,Spain,39724050.0,1153650306301.18,29041.61,75.856,Europe & Central Asia,High income,27.77395221062457,771.3924213980578,21424.61624754763,15.077089097077923,0.0275749404598375,1.619327950325594,10.27651934093318,105.60684976457374,1085.2708341406667,1.7944964631871931,0.0230497521954367,1.6185100307019384,17.497467380863185,306.1613647443712,5357.04849289519,4.7531454388586525,0.0044234120273964,1.3546453460447203,4.341933541107437,18.85238687539377,81.85581090420584,0.5437173233520802,0.001082165386544,1.21882488596979,0.7679078773129706,0.7679078773129706,0.8353140916808149,0.8132427843803056,1.0182926663496294,0.8320261437908497,0.8594771241830066,0.7547412960418491,0.3262626262626262,0.806060606060606,2.0,2774.14,5660.29,29041.61,-289284309.88960004,24974.295,4067.3150000000014,0.0,0.2379954783587502,0.7679078773129706,485.9738228430565,179.81306195678798,4.164318119375162,1990.0,5.0,1.189977391793751,16.377813797725103,13.436443034791592,44.61996401223707,75.97284050540316,3.334204968985802,0.001082165386544,0.1197285588766091,0.7874254116754275,21990227.54,16.906108755382803
1996.0,Spain,39889852.0,1184343883398.47,29690.36,75.938,Europe & Central Asia,High income,27.8002100522806,772.851678950923,21485.439014093383,15.119359535294691,0.0266056160429579,1.69380492982625,10.298611373377623,106.06139621986296,1092.2851013861914,1.8006768982451709,0.0223386375617604,1.7403958693380157,17.50163253874068,306.30714152110653,5360.875034894444,4.755542213875822,0.0041738443084227,1.3791784518814525,4.342999902705034,18.86164815489593,81.91613610156963,0.5438819482165227,0.0010809955705548,1.2904908744979269,0.7850618930650859,0.7850618930650859,0.8358800226372383,0.8155065082059989,1.0410399371550123,0.8326797385620915,0.8601307189542484,0.7716011883070214,0.3404040404040404,0.807070707070707,2.0,2774.14,5660.29,29690.36,-267636839.3521,24974.295,4716.065000000002,0.0,0.2433919512989008,0.7850618930650859,486.5490608348198,180.24251191615068,4.25975649452043,1990.0,6.0,1.4603517077934052,17.133885951092267,13.739864772593265,44.72686819257599,76.00958841293003,3.4095237251990977,0.0010809955705548,0.1155481878859739,0.799773461554407,22660712.11,16.93614328306014
1997.0,Spain,40057389.0,1228194152048.47,30660.86,76.019,Europe & Central Asia,High income,27.836566037431147,774.8744087562652,21569.842650059192,15.178069713536091,0.037024946271662,1.8170703597637448,10.330774815947771,106.72490829782072,1102.5509948774616,1.8096993411658329,0.0326873773170819,1.8848573174767835,17.50582373380785,306.4538645991503,5364.727336216943,4.757954979472635,0.004199990513878,1.40970546094967,4.344052144661862,18.87078903554132,81.97569158130482,0.5440444105000846,0.0010666596433932,1.3438038442563849,0.8107235073809671,0.8107235073809671,0.8364459535936616,0.819468024900962,1.0750688023829498,0.8333333333333334,0.8614379084967321,0.7968228074875219,0.3646464646464646,0.8080808080808081,2.0,2774.14,5660.29,30660.86,-236824706.5921,24974.295,5686.565000000002,0.0,0.2514648252694846,0.8107235073809671,487.3020184057718,180.8487229616429,4.402098906420389,1990.0,7.0,1.7602537768863926,18.29621228537096,14.19238281706568,44.87742449523667,76.04621113492051,3.521825190966077,0.0010666596433932,0.1608382972574038,0.8176820947113649,23300073.63,16.96396712153509
1998.0,Spain,40223509.0,1282149958363.48,31875.64,76.1,Europe & Central Asia,High income,27.879559439789496,777.2698345567555,21669.940553280416,15.247774474464856,0.0439310073452301,1.898156775483416,10.369628732117564,107.5292000419581,1115.037882296706,1.8206373589131943,0.0396198932450035,1.964264570038957,17.50996220851589,306.5987765436547,5368.5329904566015,4.760338387727615,0.0041470501235114,1.435848761402948,4.345103280569283,18.87992251881395,82.03521327339237,0.5442067190826072,0.0010655230929108,1.3870687924955911,0.8428442861946158,0.8428442861946158,0.8370118845500849,0.8239954725523486,1.117662913564396,0.8339869281045752,0.8640522875816994,0.8283928420553615,0.3929292929292929,0.8090909090909091,2.0,2774.14,5660.29,31875.64,-200911630.94890004,24974.295,6901.345000000001,0.0,0.2615696844575174,0.8428442861946158,488.1700321807865,181.57180721571908,4.580075289744556,1990.0,8.0,2.0925574756601395,19.805262394671097,14.758171598931275,45.05710782220952,76.08259423486658,3.662245472953301,0.0010655230929108,0.1908847641344727,0.8392609769623567,24110674.89,16.99816528336044
1999.0,Spain,40386875.0,1339725586635.0,33172.3,76.181,Europe & Central Asia,High income,27.923485922827297,779.7210660823342,21772.53021248195,15.319302216545022,0.0449055337840582,1.918527639626425,10.40950061448124,108.35770304288532,1127.9495764086903,1.8319062216190696,0.0406787126470247,1.973192564980458,17.514015438670558,306.7407367859907,5372.261999739023,4.762673658690601,0.0040614557024352,1.45623632802846,4.346153312750075,18.88904861792845,82.09470122550695,0.5443688742707495,0.0010643889618922,1.4225556580438414,0.8771301067189132,0.8771301067189132,0.8375778155065082,0.8273910582908885,1.1631280020615185,0.834640522875817,0.8666666666666667,0.8620907964361836,0.4262626262626263,0.8101010101010101,2.0,2774.14,5660.29,33172.3,-165834384.62889996,24974.295,8198.005000000005,0.0,0.2723556429971333,0.8771301067189132,489.0523635538973,182.3121544708751,4.770040936260839,1990.0,9.0,2.4512007869742,21.48313561713736,15.3620702307978,45.24128557970158,76.118596218334,3.812141919029232,0.0010643889618922,0.1951663344163952,0.8613121742871173,25001860.54,17.034460841660348
