Year,Country Name,Population,GDP PPP 2017,GDP PPP/capita 2017,Region,Income Group,gdp_ppp_2017_log,gdp_ppp_2017_squared,gdp_ppp_2017_growth,gdp_ppp_2017_relative_change,gdp_ppp_per_capita_2017_log,gdp_ppp_per_capita_2017_squared,gdp_ppp_per_capita_2017_growth,gdp_ppp_per_capita_2017_relative_change,population_log,population_squared,population_growth,population_relative_change,income_group_ordinal,economic_stage,population_stage,gdp_ppp_per_capita_2017_relative_position,gdp_ppp_per_capita_2017_momentum,population_relative_position,population_momentum,gdp_ppp_2017_relative_position,gdp_ppp_2017_momentum,high_error_economic_volatility,high_error_population_growth_stability,high_error_region,high_error_region_time,high_error_region_time_squared,high_error_development_phase,high_error_region_stability
1990.0,Spain,38867322.0,1070531260212.73,27543.22,Europe & Central Asia,High income,27.699176146057248,767.2443591703069,0.0,0.0,10.223547992206909,104.52093354895791,0.0,0.0,17.47566442986243,305.39884726515896,0.0,0.0,4.0,2,4,0.25285329036781934,0.0,0.9817709507378753,0.0,1.0329629559446738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991.0,Spain,38966376.0,1097786992357.45,28172.67,Europe & Central Asia,High income,27.724317444165667,768.6377777448687,0.02546000584728736,0.7071067811865476,10.246143132824843,104.98344909833368,0.02285317402976106,0.7071067811865476,17.478209704042538,305.48781445848675,0.0025485162059788458,0.7071067811865476,4.0,2,4,0.44545360026980235,0.02285317402976106,0.9719414001833786,0.0025485162059788458,1.1066766474931555,0.02546000584728736,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992.0,Spain,39157685.0,1107987797228.08,28295.54,Europe & Central Asia,High income,27.73356669086184,769.1507213964812,0.009292153160536554,0.8203521266877528,10.250494814672686,105.07264394563163,0.004361318966218164,0.7228447840399621,17.483107282971556,305.65904026789303,0.004909591797810586,1.0877579348450885,4.0,2,4,0.5510431925451152,0.013607246497989611,1.0064975444219246,0.003729054001894716,1.1716753971651583,0.017376079503911956,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993.0,Spain,39361262.0,1096558994742.24,27858.84,Europe & Central Asia,High income,27.723198206132448,768.5757187765054,-0.01031491728919054,0.2093474766439789,10.234941504316588,104.7540275967823,-0.01543352768669548,-0.32224670339738015,17.48829271804814,305.84038219213556,0.005198902846274001,1.2507956399886677,4.0,2,4,0.559298436874219,0.003926988436427914,1.0101152943482035,0.004219003616687811,1.1805160879919003,0.008145747239544457,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994.0,Spain,39549108.0,1122692137456.1,28387.29,Europe & Central Asia,High income,27.746750611141856,769.8821694769009,0.023831953263949046,1.234297854469419,10.253732015176745,105.13902023906054,0.01896884435963586,0.9668342034491093,17.49305372347916,306.0069285725281,0.004772357146475725,1.3182593127740103,4.0,2,4,0.6756778590482161,0.002632211879719515,1.042564160463752,0.004960283930186771,1.2232051662040573,0.007603063045098353,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995.0,Spain,39724050.0,1153650306301.18,29041.61,Europe & Central Asia,High income,27.773952210624575,771.3924213980578,0.02757494045983755,1.619327950325594,10.27651934093318,105.60684976457374,0.0230497521954367,1.6185100307019384,17.497467380863185,306.16136474437116,0.004423412027396489,1.3546453460447205,4.0,2,4,0.9103598577797215,0.00886168962279236,1.1568907354894016,0.004798224006715405,1.4606235817234032,0.013697325478198685,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996.0,Spain,39889852.0,1184343883398.47,29690.36,Europe & Central Asia,High income,27.800210052280594,772.851678950923,0.02660561604295797,1.69380492982625,10.298611373377625,106.06139621986297,0.022338637561760466,1.7403958693380155,17.50163253874068,306.30714152110653,0.004173844308422714,1.3791784518814525,4.0,2,4,0.8949059012263273,0.021452411372277675,1.1621234831062683,0.004456537827431643,1.4811864447870884,0.026004169922248188,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997.0,Spain,40057389.0,1228194152048.47,30660.86,Europe & Central Asia,High income,27.836566037431147,774.8744087562652,0.037024946271662085,1.8170703597637448,10.330774815947771,106.72490829782072,0.032687377317081934,1.8848573174767833,17.50582373380785,306.4538645991503,0.0041999905138780935,1.40970546094967,4.0,2,4,0.8652230818455633,0.026025255691426368,1.1850006978332948,0.004265748949899099,1.5368530376525615,0.030401834258152533,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998.0,Spain,40223509.0,1282149958363.48,31875.64,Europe & Central Asia,High income,27.879559439789496,777.2698345567555,0.043931007345230144,1.898156775483416,10.369628732117564,107.5292000419581,0.03961989324500359,1.964264570038957,17.50996220851589,306.5987765436547,0.004147050123511464,1.435848761402948,4.0,3,4,0.8635256047175209,0.031548636041282,1.1905722388381477,0.004173628315270757,1.5841725793514063,0.0358538565532834,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999.0,Spain,40386875.0,1339725586635.0,33172.3,Europe & Central Asia,High income,27.923485922827297,779.7210660823342,0.04490553378405826,1.918527639626425,10.40950061448124,108.35770304288532,0.04067871264702472,1.973192564980458,17.514015438670558,306.7407367859907,0.004061455702435213,1.45623632802846,4.0,3,4,0.8962344743578703,0.03766199440303675,1.1965119235709682,0.004136165446608257,1.6192740563823267,0.041953829133650165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000.0,Spain,40567864.0,1410006838302.66,34756.74,Europe & Central Asia,High income,27.974615670167616,782.5791218935875,0.05245943823778565,1.965740944717402,10.456157560004394,109.33123091963705,0.04776394763100522,2.011405647440738,17.518486808705447,306.89738006678675,0.004481381636979753,1.4966810152107837,4.0,3,4,0.8832325198414837,0.04268751784101118,1.2035568797540617,0.004229962487642143,1.6306723836739918,0.04709865978902469,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001.0,Spain,40850412.0,1465462446238.28,35873.87,Europe & Central Asia,High income,28.013191971548473,784.7389244348278,0.039330027648927235,1.897752536400799,10.487792329361977,109.99378794382392,0.03214139185665865,1.9061174398857534,17.5254274893783,307.1406086854565,0.00696482319108549,1.6366796828858292,4.0,3,4,0.8937117990883647,0.0401946840448962,1.2133919564805848,0.005169220176833485,1.6488290270646166,0.04556499989025705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002.0,Spain,41431558.0,1505483468430.49,36336.64,Europe & Central Asia,High income,28.04013520402511,786.2491822600083,0.027309483293100234,1.7880656531339252,10.500609397628887,110.2627977215721,0.012899918520081544,1.710727814465593,17.53955344308251,307.6359349827476,0.014226196788419188,1.9736246287303865,4.0,3,4,0.8639773801426581,0.030935086002581807,1.2336950178256172,0.00855746720549481,1.6657719332502827,0.03969964972660437,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003.0,Spain,42187645.0,1550376026713.72,36749.53,Europe & Central Asia,High income,28.06951861531806,787.8978752956871,0.029819363164466983,1.743555449670933,10.511907926305698,110.50020825112856,0.011362910824996408,1.583425327824075,17.557637987331773,308.27065169419575,0.01824906029360518,2.210499516367553,4.0,3,4,0.8240954239850076,0.018801407067245535,1.2601965199334586,0.013146693424369952,1.680918179919936,0.03215295803549815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004.0,Spain,42921895.0,1598790138533.64,37248.82,Europe & Central Asia,High income,28.100268295722675,789.6250782915969,0.03122733516625753,1.728839505774353,10.525402391581265,110.78409550470461,0.01358629620569296,1.519442061432569,17.57489264996077,308.8768516576451,0.01740438462492988,2.2570046900063407,4.0,3,4,0.7780522745050087,0.012616375183590304,1.2853308698884793,0.016626547235651417,1.6783676467842705,0.029452060541274916,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005.0,Spain,43653155.0,1657179300444.71,37962.42,Europe & Central Asia,High income,28.136138056392014,791.6422647283509,0.03652084191901683,1.7549556703016405,10.544378343502238,111.18391465091901,0.0191576538531959,1.5213432431056169,17.59178614004169,309.4709395969629,0.017036992425427666,2.241303638323624,4.0,3,4,0.741224414333191,0.014702286961295089,1.3102902548878008,0.01756347911465424,1.6956256903509608,0.03252251341658045,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006.0,Spain,44397319.0,1725168159302.34,38857.49,Europe & Central Asia,High income,28.176345645314758,793.9064539242479,0.04102685740727341,1.8020072245252954,10.567681864739509,111.6758999943443,0.02357779087845291,1.56071292296785,17.608689665220332,310.0659517260373,0.017047198535821817,2.211190012553028,4.0,3,4,0.6932145058758925,0.01877391364578059,1.3356720358409706,0.017162858528726455,1.6943453494172978,0.036258344830849255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007.0,Spain,45226803.0,1787355959474.85,39519.84,Europe & Central Asia,High income,28.21175852615625,795.9033191381498,0.03604738461997736,1.8107055980670062,10.584583406696646,112.03340589331799,0.01704561977626451,1.5474819389503671,17.62720047789175,310.71819668778716,0.018683200217562757,2.203254308298654,4.0,3,4,0.6252194770839276,0.01992702150263777,1.363180037607799,0.017589130392937413,1.6859798465718332,0.037865027982089204,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008.0,Spain,45954106.0,1803211005178.5,39239.39,Europe & Central Asia,High income,28.220590083351887,796.4017046525788,0.008870670455765506,1.6729319793903195,10.57746185246783,111.88269924041217,-0.007096435613099583,1.3636844140151745,17.643153782532448,311.28087539408904,0.016081238375394324,2.14772594721301,4.0,3,4,0.5991102279523352,0.011175658347205944,1.3875205114115567,0.017270545709592966,1.674551062934798,0.028648304161005427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009.0,Spain,46362946.0,1735354244852.44,37429.77,Europe & Central Asia,High income,28.182232684194382,794.2382390660741,-0.03763107042447478,1.3057047922851364,10.530248372420782,110.88613078487055,-0.04611743454727513,0.9090836396890978,17.652011142146286,311.5934973624566,0.008896702288148095,2.007394696190503,4.0,3,4,0.6509671694415212,-0.012056083461370068,1.3973774768584377,0.014553713627035059,1.7044848208776953,0.0024289948837560305,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010.0,Spain,46576897.0,1738181475619.55,37318.53,Europe & Central Asia,High income,28.183860553673185,794.3299957088954,0.0016291951775819768,1.2339737948001803,10.527272061098484,110.82345704838474,-0.0029719658977331864,0.8471347939888596,17.65661522509772,311.75606120715264,0.004614698125524619,1.853674047718182,4.0,3,4,0.6167627877392637,-0.0187286120193693,1.3991820050974195,0.009864212929689012,1.6437790685718503,-0.009043734930375765,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011.0,Spain,46742697.0,1724025990291.58,36883.32,Europe & Central Asia,High income,28.175683363632157,793.8691330076579,-0.008143847766485024,1.1179580680480583,10.515541807470003,110.57661950464949,-0.011662034919381892,0.7215739139885127,17.66016860898628,311.8815552978244,0.003559704717984946,1.7295619041844235,4.0,3,4,0.555222845428228,-0.020250478454796734,1.4018700070774495,0.00569036837721922,1.5735911688730244,-0.014715241004459275,0.0,0.0,0.0,0.0,0.0,0.0,0.0
