Year,Country Name,Population,GDP PPP 2017,GDP PPP/capita 2017,Region,Income Group,gdp_ppp_2017_log,gdp_ppp_2017_squared,gdp_ppp_2017_cubic,gdp_ppp_2017_exp,gdp_ppp_2017_growth,gdp_ppp_2017_relative_change,gdp_ppp_per_capita_2017_log,gdp_ppp_per_capita_2017_squared,gdp_ppp_per_capita_2017_cubic,gdp_ppp_per_capita_2017_exp,gdp_ppp_per_capita_2017_growth,gdp_ppp_per_capita_2017_relative_change,population_log,population_squared,population_cubic,population_exp,population_growth,population_relative_change,income_group_relative_gdp_pc,high_income_relative_gdp_pc,income_group_population_rank,income_group_gdp_rank,region_relative_gdp_pc,region_population_rank,region_gdp_rank,region_income_relative_gdp_pc,region_income_gdp_pc_rank,region_income_population_rank,population_size_category,0_population_relative_gdp_pc,1_population_relative_gdp_pc,2_population_relative_gdp_pc,ekc_distance,early_development_stage,mid_development_stage,late_development_stage,economic_development_level,industrialization_level,gdp_population_interaction,gdp_pc_population_interaction,development_population_interaction,decade,year_since_min,time_development_interaction,industrial_intensity,per_capita_industrialization,consumption_capacity,consumption_growth,income_consumption_pattern,region_consumption_factor,development_stage_consumption,population_consumption_efficiency,population_consumption_interaction,income_group_consumption_rank,MSW,MSW_log
2013.0,Albania,2895092.0,32892031585.42,11361.31,Europe & Central Asia,Upper middle income,24.216496264361663,586.4386913218425,14201.490377672544,10.264426091617525,0.0100201754069326,1.5667229044017428,9.338057016673758,87.19930884665001,814.2721178245623,1.5441731408376742,0.0118720948770083,1.5970581777528496,14.878527792825588,221.37058928188347,3293.6684651446817,3.427578317003282,-0.0018304365499804,-1.3976843157294156,0.9488447279468064,0.3004117005081545,0.3643263757115749,0.4111321948134092,0.3983642316360802,0.1836601307189542,0.2065359477124183,0.9673814662092188,0.492063492063492,0.2176870748299319,0.0,11361.31,5793.08,1516.27,-1203303132.5956,11361.31,0.0,0.0,0.0909260979753265,0.3004117005081545,360.3058127141621,138.9365408535705,1.352846475819078,2010.0,23.0,2.09130025343251,2.185470734714142,4.469683835300574,87.19930884665001,0.0118720948770083,8.86036616953758,3.7199479084211498,9.338057016673758,14.878527792825588,138.9365408535705,0.50853889943074,940000.0,13.753636218075409
2014.0,Albania,2889104.0,33475683862.49,11586.87,Europe & Central Asia,Upper middle income,24.23408515739608,587.290883415925,14232.4572808639,10.28425640472988,0.017744488526173,1.5285021087446071,9.357714140324417,87.5668139320275,819.4252129548908,1.549179172036248,0.0198533443766608,1.557569826759134,14.876457323543889,221.3089824992226,3292.2936334666065,3.4266616954086304,-0.0020683280531327,-1.359258216538391,0.9676824690907136,0.3063758774531212,0.3630613535736875,0.4161922833649589,0.4062730939140953,0.1823529411764705,0.2117647058823529,0.9865872236014696,0.5079365079365079,0.2131519274376417,0.0,11586.87,5793.08,1516.27,-1187705261.61,11586.87,0.0,0.0,0.0928023653146412,0.3063758774531212,360.5173336191312,139.20963505445934,1.3805704271271897,2010.0,24.0,2.227256767551389,2.2747609579621315,4.55778766589467,87.5668139320275,0.0198533443766608,9.055295924354214,3.801787475753278,9.357714140324417,14.876457323543889,139.20963505445934,0.5256166982922201,1229000.0,14.021712202217492
2015.0,Albania,2880703.0,34218417689.62,11878.5,Europe & Central Asia,Upper middle income,24.256029865025784,588.3549848130227,14271.156082861473,10.30904656618568,0.0221872637518316,1.515713744203216,9.382569504488844,88.03261050656403,825.9720867394318,1.5555231305042567,0.0251690059524272,1.5460893326164442,14.873545266684898,221.22234880012476,3290.360618881011,3.425372814027278,-0.0029078219406432,-1.3444834445381195,0.9920380749153171,0.3140870537364189,0.3611638203668564,0.4212523719165085,0.4164985838331301,0.1803921568627451,0.2163398692810457,1.0114186433048835,0.5306122448979592,0.2063492063492063,0.0,11878.5,5793.08,1516.27,-1167689361.9609,11878.5,0.0,0.0,0.0952282202719223,0.3140870537364189,360.7731581875218,139.5520722428321,1.4163812448802775,2010.0,25.0,2.3807055067980585,2.392873775395956,4.67158801142832,88.03261050656403,0.0251690059524272,9.307866188992271,3.907826911335517,9.382569504488844,14.873545266684898,139.5520722428321,0.5490196078431373,1413000.0,14.161226369380497
2016.0,Albania,2876101.0,35352751626.34,12291.9,Europe & Central Asia,Upper middle income,24.28864206578837,589.9381333999842,14328.796163111523,10.34598806032072,0.0331498068382072,1.5477525361227904,9.416777138923443,88.67569168415119,835.0392262295386,1.564279939555072,0.0348023740371259,1.5726677658699717,14.87194646311907,221.1747916018798,3289.2996596946737,3.4246653404008347,-0.0015975267148331,-1.307749002284134,1.0265633550575903,0.3250180288607726,0.359898798228969,0.428842504743833,0.4309937233336239,0.1790849673202614,0.2241830065359477,1.0466184132373024,0.5532879818594104,0.2018140589569161,0.0,12291.9,5793.08,1516.27,-1139607290.1249,12291.9,0.0,0.0,0.0986669900807212,0.3250180288607726,361.2193844642664,140.045805465193,1.4673701941575867,2010.0,26.0,2.5653417420987523,2.5657724588486763,4.833650724765899,88.67569168415119,0.0348023740371259,9.666918333562869,4.058571840907565,9.416777138923443,14.87194646311907,140.045805465193,0.5781151170145478,1300000.0,14.077875591662238
2017.0,Albania,2873457.0,36697074907.24,12771.05,Europe & Central Asia,Upper middle income,24.32596288605775,591.752470333859,14394.948631074443,10.388411332763996,0.0380259872020372,1.5964758337485323,9.455014468640664,89.3972986022043,845.2527517412316,1.574103831308542,0.0389809549378046,1.613424746457495,14.871026740501554,221.14743631671223,3288.689439059193,3.424258412635304,-0.0009193001219358,-1.2639381036442157,1.0665797749418915,0.3376875419977684,0.3586337760910816,0.4376976597090449,0.4477942702413685,0.1777777777777777,0.2294117647058823,1.0874165984407822,0.5918367346938775,0.1972789115646258,0.0,12771.05,5793.08,1516.27,-1107486516.3663998,12771.05,0.0,0.0,0.1026526856634159,0.3376875419977684,361.7520445670131,140.60577299498442,1.5265508334849591,2010.0,27.0,2.771622512912231,2.7739595098649774,5.021760466983056,89.3972986022043,0.0389809549378046,10.084527204035089,4.233901304106527,9.455014468640664,14.871026740501554,140.60577299498442,0.6084756483238457,1254000.0,14.04184979762285
2018.0,Albania,2866376.0,38172057179.07,13317.18,Europe & Central Asia,Upper middle income,24.36536959745875,593.6712356207671,14465.019075280008,10.433377857587928,0.0401934561694179,1.6497856358303604,9.496885298122107,90.19083036568784,856.5319709253256,1.5849044132542716,0.0427631244102875,1.6650388396529348,14.868559420938457,221.07405925397768,3287.0527864458363,3.423166941357892,-0.0024642790896122,-1.256080198268455,1.112190058551228,0.3521281163680232,0.3573687539531942,0.4465528146742568,0.466943352329914,0.1758169934640523,0.2372549019607843,1.133917929725717,0.6394557823129252,0.1927437641723356,0.0,13317.18,5793.08,1516.27,-1071435541.1841,13317.18,0.0,0.0,0.1071955384831531,0.3521281163680232,362.2779456729427,141.20500336896538,1.5938432335962576,2010.0,28.0,3.0014750775282883,3.021164762803416,5.235637822001084,90.19083036568784,0.0427631244102875,10.562341415772725,4.434507457797812,9.496885298122107,14.868559420938457,141.20500336896538,0.6470588235294118,1325000.0,14.096923772119156
2019.0,Albania,2854191.0,38968979796.11,13653.25,Europe & Central Asia,Upper middle income,24.38603177676805,594.6785458175411,14501.849915268773,10.457026130758026,0.020877119965045,1.628752244169017,9.521806107463457,90.66479154812836,863.2925658948695,1.5913542376632877,0.0252358231998064,1.6527929745069816,14.864299348757529,220.94739512947345,3284.228221532704,3.4212830416199798,-0.0042510124282368,-1.2841003271565004,1.1402570902334093,0.3610143592563675,0.3523086654016445,0.4509803921568627,0.4787270522136367,0.1705882352941176,0.2411764705882353,1.1625332821233658,0.6666666666666666,0.1746031746031746,0.0,13653.25,5793.08,1516.27,-1049547466.7584,13653.25,0.0,0.0,0.1099910570357488,0.3610143592563675,362.4812762581937,141.53497632216448,1.6349399974656331,2010.0,29.0,3.1897406540367155,3.178264871541957,5.36622550518654,90.66479154812836,0.0252358231998064,10.857306925862984,4.558346169575782,9.521806107463457,14.864299348757529,141.53497632216448,0.6742567994939912,1087000.0,13.898933086066124
2020.0,Albania,2837849.0,37682192113.63,13278.43,Europe & Central Asia,Upper middle income,24.35245346210221,593.041989623854,14442.027453387407,10.418619884839186,-0.0330208203861793,1.4130835707360312,9.493971500422516,90.13549485083496,855.7438192903076,1.5841513341223117,-0.0274528042773698,1.4603149827815416,14.858557281182676,220.77672447818668,3280.423607011022,3.418745039759369,-0.0057256154195707,-1.3372082858566892,1.1089538355093485,0.3511035027103824,0.3504111321948134,0.4433902593295383,0.4655846521469335,0.169281045751634,0.234640522875817,1.1306184834633048,0.6349206349206349,0.1700680272108843,0.0,13278.43,5793.08,1516.27,-1073973833.9716,13278.43,0.0,0.0,0.1068732058027202,0.3511035027103824,361.842324703981,141.06671936494376,1.5879816502433437,2020.0,30.0,3.206196174081608,3.0020163024140145,5.216891506646093,90.13549485083496,-0.0274528042773698,10.528376109609994,4.420247418517118,9.493971500422516,14.858557281182676,141.06671936494376,0.6432637571157496,1048000.0,13.862395098061143
2021.0,Albania,2811666.0,41039120680.62,14596.02,Europe & Central Asia,Upper middle income,24.437791611692937,597.2056588565297,14594.387440459655,10.516481245492573,0.0890852781830537,1.6646160371414669,9.58857267727419,91.94072598736912,881.5803331312406,1.6087137081524032,0.0992278454606456,1.7237050908722822,14.849288103847735,220.50135719107388,3274.288180219693,3.414651124276776,-0.009226354185864,-1.4474861380066633,1.2189929353222602,0.3859427468180195,0.34471853257432,0.4642631246046805,0.5117836140590178,0.165359477124183,0.2516339869281045,1.242807319615351,0.7414965986394558,0.1609977324263038,0.0,14596.02,5793.08,1516.27,-989350970.6025,14596.02,0.0,0.0,0.1178332655810834,0.3859427468180195,362.8838082638219,142.38347818952707,1.7497401088307136,2020.0,31.0,3.652831233013588,3.640053141974068,5.730975039091136,91.94072598736912,0.0992278454606456,11.688402353421289,4.907274378442938,9.58857267727419,14.849288103847735,142.38347818952707,0.7438330170777988,875000.0,13.681980308196241
2022.0,Albania,2777689.0,43032145215.43,15492.07,Europe & Central Asia,Upper middle income,24.4852132365266,599.5256672381773,14679.51380309766,10.571223967648658,0.0485640165226826,1.7510704428144654,9.64814810615558,93.08676187831352,898.1148653244062,1.624301618670092,0.0613900227596289,1.8373395258730023,14.837130204996964,220.1404327200333,3266.252263651508,3.409287097519207,-0.0120842945072423,-1.591064823143289,1.2938269393655206,0.4096357808290915,0.338393421884883,0.4705882352941176,0.5432020217741061,0.1594771241830065,0.2607843137254902,1.3191032892523709,0.800453514739229,0.1496598639455782,0.0,15492.07,5793.08,1516.27,-933785252.41,15492.07,0.0,0.0,0.1252868448921,0.4096357808290915,363.2902968874603,143.15082968812524,1.858897230637348,2020.0,32.0,4.009179036547202,4.108654846227973,6.077819416786831,93.08676187831352,0.0613900227596289,12.48303393473252,5.240893557639725,9.64814810615558,14.837130204996964,143.15082968812524,0.799493991144845,820000.0,13.617060838751888
